,Company,Job,Experience,Salary,Location,Skills
3398,Piramal Capital Housing Finance,Piramal Capital Housing Finance - Data Scientist Lead/AVP - Risk Modeling - IIT (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Others","Risk Modeling, Risk Analytics, IT Jobs in BFSI"
3399,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3400,EY,EY - Assistant Director/Senior Manager - Data Science - Strategy & Transactions  (14-19 yrs),14-19 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Big4, Data Management"
3401,Bajaj Finance Ltd.,Bajaj Finance - Cloud Data Science Engineer - Tableau/Power BI (6-10 yrs),6-10 Yrs,N/A,Pune,"Data Science, Cloud, Ansible"
3402,EXL Service,EXL Service - AVP - General Analytics (7-15 yrs),7-15 Yrs,N/A,"Delhi Ncr, Bengaluru/Bangalore","Data Analytics, Analytics, Data Science"
3403,Xtage Technologies,Senior Consultant - Data Science | 4+ Years | Bangalore and Gurgaon,4-9 Yrs,₹ 20 - 35L/yr,"Bengaluru/Bangalore, Gurgaon/Gurugram","Predictive Modeling, Customer Analytics, Marketing Analytics"
3404,Credit Saison Finance Pvt Ltd,Credit Saison - Risk Analyst (2-5 yrs),2-5 Yrs,N/A,Bengaluru/Bangalore,"Risk Analytics, Risk Modeling, Data Science"
3405,Antal International,Data Scientist - Tableau/Power BI (3-6 yrs),3-6 Yrs,N/A,Chennai,"Data Science, Data Scientist, Tableau"
3406,Crofarm,Crofarm - Data Scientist - Data & Statistical Modeling (3-7 yrs),3-7 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Modeling"
3407,Piramal Capital Housing Finance,Piramal Capital Housing Finance - Data Scientist Lead/AVP - Risk Modeling - IIT (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Others","Risk Modeling, Risk Analytics, IT Jobs in BFSI"
3408,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3409,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3410,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3411,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3412,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3413,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3414,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3415,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3416,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3417,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3418,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3419,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3420,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3421,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3422,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3423,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3424,Axis Bank,Axis Bank - Business Analyst - SAS/SQL (3-5 yrs),3-5 Yrs,N/A,"Mumbai, Bengaluru/Bangalore","Analytics, Data Analytics, SQL"
3425,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3426,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3427,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3428,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3429,Axis Bank,Axis Bank - Business Analyst - SAS/SQL (3-5 yrs),3-5 Yrs,N/A,"Mumbai, Bengaluru/Bangalore","Analytics, Data Analytics, SQL"
3430,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3431,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3432,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3433,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3434,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3435,Axis Bank,Axis Bank - Business Analyst - SAS/SQL (3-5 yrs),3-5 Yrs,N/A,"Mumbai, Bengaluru/Bangalore","Analytics, Data Analytics, SQL"
3436,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3437,Axis Bank,Axis Bank - Business Analyst - Data Analytics/Data Management/Data Science (3-8 yrs),3-8 Yrs,N/A,"Bengaluru/Bangalore, Mumbai","Data Analytics, Analytics, Data Science"
3438,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3439,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3440,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3441,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3442,Axis Bank,Axis Bank - Business Analyst - SAS/SQL (3-5 yrs),3-5 Yrs,N/A,"Mumbai, Bengaluru/Bangalore","Analytics, Data Analytics, SQL"
3443,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3444,Axis Bank,Axis Bank - Business Analyst - Data Analytics/Data Management/Data Science (3-8 yrs),3-8 Yrs,N/A,"Bengaluru/Bangalore, Mumbai","Data Analytics, Analytics, Data Science"
3445,Axis Bank, Axis Bank - Head - Artificial Intelligence - Center of Excellence (11-15 yrs),11-15 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Navi Mumbai","Artificial Intelligence, Data Science, Data Architect"
3446,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3447,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3448,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3449,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3450,Axis Bank,Axis Bank - Business Analyst - SAS/SQL (3-5 yrs),3-5 Yrs,N/A,"Mumbai, Bengaluru/Bangalore","Analytics, Data Analytics, SQL"
3451,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3452,Axis Bank,Axis Bank - Business Analyst - Data Analytics/Data Management/Data Science (3-8 yrs),3-8 Yrs,N/A,"Bengaluru/Bangalore, Mumbai","Data Analytics, Analytics, Data Science"
3453,Axis Bank, Axis Bank - Head - Artificial Intelligence - Center of Excellence (11-15 yrs),11-15 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Navi Mumbai","Artificial Intelligence, Data Science, Data Architect"
3454,Piramal Capital Housing Finance,Piramal Capital Housing Finance - Data Scientist Lead/AVP - Risk Modeling - IIT (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Others","Risk Modeling, Risk Analytics, IT Jobs in BFSI"
3455,Airtel,Airtel - Senior Product Manager - Data Analytics Platform (5-12 yrs),5-12 Yrs,N/A,"Delhi NCR, Bengaluru/Bangalore","IT Product Management, Data Science, Data Architect"
3456,CNH Industrial,Data Scientist - Reliability,5-10 Yrs,N/A,Gurgaon/Gurugram,"SQL, Python, SAS"
3457,MMC,Staff Software Engineer - Distributed Computing (12-15 yrs),12-15 Yrs,N/A,Pune,"T-SQL, PowerShell, NLP"
3458,DELHIVERY LIMITED,Delhivery - Senior Data Scientist - Artificial Intelligence/Machine Learning (3-7 yrs),3-7 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Artificial Intelligence"
3459,Axis Bank,Axis Bank - Business Analyst - SAS/SQL (3-5 yrs),3-5 Yrs,N/A,"Mumbai, Bengaluru/Bangalore","Analytics, Data Analytics, SQL"
3460,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3461,Axis Bank,Axis Bank - Business Analyst - Data Analytics/Data Management/Data Science (3-8 yrs),3-8 Yrs,N/A,"Bengaluru/Bangalore, Mumbai","Data Analytics, Analytics, Data Science"
3462,Axis Bank, Axis Bank - Head - Artificial Intelligence - Center of Excellence (11-15 yrs),11-15 Yrs,N/A,"Bengaluru/Bangalore, Mumbai, Navi Mumbai","Artificial Intelligence, Data Science, Data Architect"
3463,Piramal Capital Housing Finance,Piramal Capital Housing Finance - Data Scientist Lead/AVP - Risk Modeling - IIT (5-9 yrs),5-9 Yrs,N/A,"Bengaluru/Bangalore, Others","Risk Modeling, Risk Analytics, IT Jobs in BFSI"
3464,Gartner,Gartner - Specialist - Quantitative Analytics & Data Science (4-7 yrs),4-7 Yrs,N/A,Gurgaon/Gurugram,"Analytics, Data Science, Data Management"
3465,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3466,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3467,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3468,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3469,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3470,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3471,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3472,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3473,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3474,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3475,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3476,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3477,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3478,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3479,Gartner,Gartner - Director - Data Science (10-15 yrs),10-15 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Artificial Intelligence, Machine Learning"
3480,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3481,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3482,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3483,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3484,Gartner,Gartner - Director - Data Science (10-15 yrs),10-15 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Artificial Intelligence, Machine Learning"
3485,Gartner,Gartner - Data Scientist (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Analytics"
3486,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3487,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3488,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3489,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3490,Gartner,Gartner - Director - Data Science (10-15 yrs),10-15 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Artificial Intelligence, Machine Learning"
3491,Gartner,Gartner - Data Scientist (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Analytics"
3492,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3493,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3494,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3495,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3496,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3497,Gartner,Gartner - Director - Data Science (10-15 yrs),10-15 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Artificial Intelligence, Machine Learning"
3498,Gartner,Gartner - Data Scientist (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Analytics"
3499,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3500,Gartner,Gartner - Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Analytics, Data Modeling, Analytics"
3501,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3502,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3503,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3504,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3505,Gartner,Gartner - Director - Data Science (10-15 yrs),10-15 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Artificial Intelligence, Machine Learning"
3506,Gartner,Gartner - Data Scientist (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Analytics"
3507,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3508,Gartner,Gartner - Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Analytics, Data Modeling, Analytics"
3509,Gartner,Gartner - Manager - Quantitative Analytics/Data Science - TalentNeuron (0-1 yrs),0-1 Yrs,N/A,Bengaluru/Bangalore,"Big Data, Data Analytics, Analytics"
3510,Gartner,Gartner - Data Scientist - Machine Learning & NLP (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Science, Data Management"
3511,Delhivery,Delhivery - Machine Learning Engineer - NLP (4-6 yrs),4-6 Yrs,N/A,Gurgaon/Gurugram,"Machine Learning, Data Scientist, Data Science"
3512,Gartner,Gartner - Senior Specialist - Quantitative Analytics & Data Science (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, Analytics"
3513,Gartner,Gartner- Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Analytics, NLP"
3514,Gartner,Gartner - Director - Data Science (10-15 yrs),10-15 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Artificial Intelligence, Machine Learning"
3515,Gartner,Gartner - Data Scientist (3-5 yrs),3-5 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Analytics"
3516,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3517,Gartner,Gartner - Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Analytics, Data Modeling, Analytics"
3518,Gartner,Gartner - Manager - Quantitative Analytics/Data Science - TalentNeuron (0-1 yrs),0-1 Yrs,N/A,Bengaluru/Bangalore,"Big Data, Data Analytics, Analytics"
3519,Gartner,Gartner - Senior Data Scientist (6-8 yrs),6-8 Yrs,N/A,"Gurgaon/Gurugram, Haryana","Data Science, Data Scientist, Data Management"
3520,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3521,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3522,Gartner,Gartner - Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Analytics, Data Modeling, Analytics"
3523,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3524,Gartner,Gartner - Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Analytics, Data Modeling, Analytics"
3525,Gartner,Gartner - Manager - Quantitative Analytics/Data Science - TalentNeuron (0-1 yrs),0-1 Yrs,N/A,Bengaluru/Bangalore,"Big Data, Data Analytics, Analytics"
3526,Gartner,Gartner - Data Scientist - NLP/Python (0-1 yrs),0-1 Yrs,N/A,Gurgaon/Gurugram,"Data Scientist, Data Management, Data Science"
3527,Gartner,Gartner - Senior Principal - Business Analytics (7-9 yrs),7-9 Yrs,N/A,Gurgaon/Gurugram,"Data Analytics, Data Modeling, Analytics"
3528,Gartner,Gartner - Manager - Quantitative Analytics/Data Science - TalentNeuron (0-1 yrs),0-1 Yrs,N/A,Bengaluru/Bangalore,"Big Data, Data Analytics, Analytics"
3529,Gartner,Gartner - Senior Data Scientist (6-8 yrs),6-8 Yrs,N/A,"Gurgaon/Gurugram, Haryana","Data Science, Data Scientist, Data Management"
